Order_ID,Date,Region,State,City,Channel,Category,Brand,SKU,Units_Sold,MRP,Discount_Pct,Selling_Price,Revenue,Distributor,Sales_Rep
ORD105530,2024-11-07,North,UP,Kanpur,HoReCa,Personal Care,FreshDay,Shampoo 200ml,13.0,94.39,8.3,86.56,1125.28,Dist_12,Rep_005
ORD105562,2025-11-14,West,Maharashtra,Mumbai,General Trade,Snacks,GoldenBite,Chips 52g,14.0,28.15,23.3,21.59,302.26,Dist_05,Rep_032
ORD102183,2024-04-14,South,Telangana,Hyderabad,General Trade,Dairy,MooGold,Curd 400g,10.0,168.81,13.7,145.68,1456.8,Dist_05,Rep_036
ORD107780,2025-12-07,West,Gujarat,Surat,General Trade,Dairy,PureCow,Curd 400g,12.0,186.03,5.4,175.98,2111.76,Dist_11,Rep_026
ORD101514,2025-09-29,West,Maharashtra,Pune,E-commerce,Personal Care,GlowSkin,Soap 100g,20.0,181.53,9.5,164.28,3285.6,Dist_12,Rep_015
ORD106510,2024-09-03,South,Karnataka,MYSURU,HoReCa,Dairy,PureCow,Butter 100g,11.0,76.6,11.1,68.1,749.1,Dist_12,Rep_021
ORD106074,2024-05-23,West,Gujarat,Surat,Modern Trade,Beverages,ChillJuice,Iced Tea 500ml,14.0,72.36,8.2,66.43,930.02,Dist_08,Rep_039
ORD108711,2025-01-19,Central,Madhya Pradesh,Bhopal,Modern Trade,Personal Care,PureLather,Soap 100g,-9.0,90.22,7.7,83.27,-749.43,Dist_09,Rep_039
ORD104542,2025-09-25,North,UP,Noida,E-commerce,Personal Care,PureLather,Shampoo 200ml,12.0,122.81,4.9,116.79,1401.48,Dist_11,Rep_028
ORD103200,2025-04-07,Central,Madhya Pradesh,Bhopal,Modern Trade,Personal Care,PureLather,Face Wash 100ml,17.0,128.46,0.0,128.46,2183.82,Dist_08,Rep_036
ORD107097,2024-07-18,South,Karnataka,Mysuru,General Trade,Beverages,FizzUp,Juice 1L,13.0,115.32,13.2,100.1,1301.3,Dist_15,Rep_009
ORD104709,2025-05-24,West,Maharashtra,Mumbai,General Trade,Snacks,CrunchTime,Namkeen 200g,13.0,17.06,11.4,15.12,196.56,Dist_08,Rep_017
ORD106062,2024-06-27,North,Punjab,AMRITSAR,HoReCa,Home Care,CleanEdge,Floor Cleaner 1L,14.0,242.09,15.8,203.84,2853.76,Dist_04,Rep_011
ORD104655,2025-05-12,North,UP,Noida,General Trade,Dairy,MooGold,Ice Cream 1L,26.0,152.04,7.8,140.18,3644.68,Dist_09,Rep_015
ORD107478,2024-08-09,South,Karnataka,MYSURU,General Trade,Snacks,MunchWell,Cookies 100g,15.0,82.49,10.1,74.16,1112.4,Dist_15,Rep_004
ORD101705,2024-09-14,Central,Madhya Pradesh,Bhopal,E-commerce,Snacks,MunchWell,Biscuits 150g,20.0,119.58,5.3,113.24,2264.8,Dist_14,Rep_017
ORD100142,2024-02-21,West,Maharashtra,Pune,Modern Trade,Snacks,CrunchTime,Cookies 100g,8.0,52.8,12.8,46.04,368.32,Dist_12,Rep_004
ORD108640,2025-07-16,East,Odisha,bhubaneswar,E-commerce,Home Care,SparkleHome,Detergent 1kg,14.0,163.26,2.8,158.69,2221.66,Dist_11,Rep_019
ORD101807,2024-05-21,Central,Chhattisgarh,Raipur,E-commerce,Beverages,MorningBrew,Iced Tea 500ml,12.0,53.0,9.6,47.91,574.92,Dist_04,Rep_022
ORD108010,2024-04-16,East,Odisha,Bhubaneswar,Modern Trade,Beverages,ChillJuice,Juice 1L,27.0,98.35,0.8,97.56,2634.12,Dist_08,Rep_001
ORD102148,2024-07-27,North,Punjab,Ludhiana,HoReCa,Personal Care,GlowSkin,Shampoo 200ml,7.0,279.59,9.8,252.19,1765.33,Dist_09,Rep_032
ORD103266,2025-03-04,West,Maharashtra,Pune,Modern Trade,Home Care,SparkleHome,Detergent 1kg,19.0,127.43,15.1,108.19,2055.61,Dist_04,Rep_037
ORD102248,2024-07-15,North,UP,Kanpur,E-commerce,Home Care,SparkleHome,Dishwash 500ml,22.0,240.74,13.4,208.48,4586.56,Dist_15,Rep_039
ORD103635,2025-11-28,North,Punjab,Amritsar,Modern Trade,Snacks,GoldenBite,Namkeen 200g,18.0,70.9,0.1,70.83,1274.94,Dist_03,Rep_003
ORD102262,2025-02-18,East,West Bengal,Kolkata,General Trade,Personal Care,GlowSkin,Face Wash 100ml,12.0,142.51,7.6,131.68,1580.16,Dist_13,Rep_022
ORD107336,2024-12-30,Central,Madhya Pradesh,Indore,Modern Trade,Snacks,MunchWell,Namkeen 200g,7.0,110.08,9.2,99.95,699.65,Dist_01,Rep_036
ORD103257,2024-03-12,West,Maharashtra,Nagpur,E-commerce,Snacks,CrunchTime,Biscuits 150g,14.0,61.96,0.2,61.84,865.76,Dist_01,Rep_019
ORD108495,2024-11-22,Central,Madhya Pradesh,bhopal,Modern Trade,Home Care,SparkleHome,Detergent 1kg,12.0,168.14,14.4,143.93,1727.16,Dist_13,Rep_001
ORD104793,2025-06-16,West,Maharashtra,Nagpur,General Trade,Personal Care,GlowSkin,Shampoo 200ml,6.0,216.03,10.0,194.43,1166.58,Dist_11,Rep_030
ORD100014,2024-05-11,West,Gujarat,Surat,HoReCa,Dairy,PureCow,Milk 500ml,8.0,198.36,4.2,190.03,1520.24,Dist_15,Rep_014
ORD102303,2025-08-05,North,UP,Lucknow,E-commerce,Snacks,MunchWell,Cookies 100g,12.0,119.7,0.9,118.62,1423.44,Dist_08,Rep_018
ORD106564,2024-10-15,Central,Madhya Pradesh,Bhopal,E-commerce,Dairy,DairyFresh,Milk 500ml,15.0,122.1,13.2,105.98,1589.7,Dist_07,Rep_026
ORD102263,2025-11-21,West,Maharashtra,Nagpur,Modern Trade,Personal Care,FreshDay,Toothpaste 150g,10.0,113.95,0.0,113.95,1139.5,Dist_15,Rep_009
ORD107889,2024-09-10,Central,Madhya Pradesh,Indore,General Trade,Beverages,MorningBrew,Iced Tea 500ml,13.0,128.99,10.4,115.58,1502.54,Dist_14,Rep_031
ORD108646,2025-06-27,West,Maharashtra,PUNE,General Trade,Beverages,MorningBrew,Energy Drink 300ml,18.0,33.94,4.6,32.38,582.84,Dist_13,Rep_022
ORD100484,2025-05-08,Central,Madhya Pradesh,Indore,General Trade,Snacks,MunchWell,Namkeen 200g,11.0,63.83,4.6,60.89,669.79,Dist_02,Rep_005
ORD101248,2025-05-11,Central,Madhya Pradesh,Indore,General Trade,Snacks,CrunchTime,Chips 52g,15.0,99.42,15.6,83.91,1258.65,Dist_13,Rep_007
ORD108420,2024-11-10,West,Maharashtra,Mumbai,HoReCa,Personal Care,GlowSkin,Soap 100g,9.0,231.17,11.1,205.51,1849.59,Dist_05,Rep_021
ORD103155,2025-03-26,North,Punjab, Amritsar ,General Trade,Personal Care,PureLather,Shampoo 200ml,10.0,190.13,0.0,190.13,1901.3,Dist_07,Rep_012
ORD101513,2024-05-20,South,Tamil Nadu,Chennai,Modern Trade,Beverages,MorningBrew,Energy Drink 300ml,18.0,57.2,11.5,50.62,911.16,Dist_10,Rep_001
ORD106256,2024-08-23,West,Maharashtra,Nagpur,Modern Trade,Dairy,MooGold,Butter 100g,18.0,273.53,10.4,245.08,4411.44,Dist_05,Rep_028
ORD103367,2025-07-30,North,UP, Lucknow ,E-commerce,Snacks,MunchWell,Namkeen 200g,14.0,43.51,10.6,38.9,544.6,Dist_13,Rep_040
ORD108561,2024-04-14,South,Karnataka,Mysuru,E-commerce,Dairy,DairyFresh,Milk 500ml,7.0,109.85,1.1,108.64,760.48,Dist_07,Rep_023
ORD108485,2024-03-04,North,UP,Noida,Modern Trade,Dairy,DairyFresh,Ice Cream 1L,13.0,98.17,8.2,90.12,1171.56,Dist_01,Rep_035
ORD102470,2025-02-20,South,Telangana,Hyderabad,E-commerce,Beverages,FizzUp,Iced Tea 500ml,15.0,144.76,5.8,136.36,2045.4,Dist_11,Rep_020
ORD101065,2024-12-05,North,Punjab, Ludhiana ,General Trade,Dairy,MooGold,Ice Cream 1L,9.0,59.01,12.7,51.52,463.68,Dist_05,Rep_021
ORD101055,2025-12-18,South,Tamil Nadu,chennai,General Trade,Home Care,SparkleHome,Floor Cleaner 1L,14.0,91.57,2.2,89.56,1253.84,Dist_01,Rep_006
ORD106354,2025-10-03,South,Telangana,HYDERABAD,Modern Trade,Beverages,ChillJuice,Cola 250ml,14.0,86.47,28.8,61.57,861.98,Dist_04,Rep_029
ORD104229,2024-09-22,West,Maharashtra,nagpur,E-commerce,Dairy,PureCow,Curd 400g,7.0,311.43,0.7,309.25,2164.75,Dist_13,Rep_015
ORD104830,2025-03-21,East,West Bengal,Kolkata,General Trade,Home Care,CleanEdge,Dishwash 500ml,12.0,45.56,11.4,40.37,484.44,Dist_03,Rep_021
ORD106190,2025-10-13,South,Tamil Nadu,Chennai,Modern Trade,Beverages,FizzUp,Energy Drink 300ml,15.0,127.84,0.0,127.84,1917.6,Dist_12,Rep_020
ORD108735,2025-10-05,North,Delhi,New Delhi,General Trade,Dairy,DairyFresh,Milk 500ml,19.0,216.69,7.8,199.79,3796.01,Dist_06,Rep_014
ORD108405,2024-10-12,South,Karnataka,Mysuru,General Trade,Beverages,ChillJuice,Energy Drink 300ml,12.0,90.85,8.1,83.49,1001.88,Dist_01,Rep_022
ORD103474,2024-02-01,North,Punjab,Ludhiana,General Trade,Personal Care,FreshDay,Toothpaste 150g,14.0,50.83,18.3,41.53,581.42,Dist_12,Rep_035
ORD100572,2024-01-29,East,West Bengal,Kolkata,General Trade,Beverages,MorningBrew,Iced Tea 500ml,17.0,72.09,6.1,67.69,1150.73,Dist_15,Rep_031
ORD103820,2024-05-27,South,Tamil Nadu,Chennai,HoReCa,Dairy,MooGold,Curd 400g,12.0,214.33,5.0,203.61,2443.32,Dist_12,Rep_002
ORD102497,2024-07-19,Central,Madhya Pradesh,Indore,General Trade,Snacks,CrunchTime,Chips 52g,18.0,111.72,9.5,101.11,1819.98,Dist_09,Rep_032
ORD105216,2025-05-10,Central,Madhya Pradesh,Indore,E-commerce,Beverages,ChillJuice,Cola 250ml,26.0,62.85,13.7,54.24,1410.24,Dist_09,Rep_006
ORD107502,2024-03-09,West,Maharashtra,Mumbai,E-commerce,Beverages,MorningBrew,Iced Tea 500ml,15.0,137.62,4.9,130.88,1963.2,Dist_13,Rep_004
ORD104044,2025-12-06,Central,Chhattisgarh,Raipur,General Trade,Personal Care,FreshDay,Shampoo 200ml,18.0,273.37,9.9,246.31,4433.58,Dist_13,Rep_028
ORD108921,2024-11-25,South,Karnataka,mysuru,General Trade,Snacks,GoldenBite,Biscuits 150g,26.0,29.98,15.0,25.48,662.48,Dist_09,Rep_040
ORD104534,2025-08-15,North,Punjab, Ludhiana ,Modern Trade,Beverages,FizzUp,Juice 1L,14.0,123.86,7.0,115.19,1612.66,Dist_08,Rep_034
ORD106896,2024-12-08,Central,Madhya Pradesh,Indore,Modern Trade,Beverages,FizzUp,Energy Drink 300ml,11.0,141.23,11.6,124.85,1373.35,Dist_05,Rep_035
ORD102619,2024-12-05,North,UP,noida,Modern Trade,Personal Care,PureLather,Shampoo 200ml,13.0,220.48,4.3,211.0,2743.0,Dist_14,Rep_031
ORD106179,2025-05-21,Central,Madhya Pradesh,Bhopal,Modern Trade,Snacks,MunchWell,Namkeen 200g,19.0,98.42,10.1,88.48,1681.12,Dist_06,Rep_027
ORD102481,2025-04-17,North,UP,Noida,General Trade,Snacks,GoldenBite,Chips 52g,11.0,37.78,3.3,36.53,401.83,Dist_14,Rep_028
ORD106165,2024-04-18,North,Punjab,Amritsar,General Trade,Personal Care,FreshDay,Toothpaste 150g,13.0,128.55,10.6,114.92,1493.96,Dist_13,Rep_037
ORD100029,2024-03-17,West,Gujarat,Ahmedabad,HoReCa,Snacks,MunchWell,Biscuits 150g,8.0,44.14,6.5,41.27,330.16,Dist_03,Rep_024
ORD105533,2024-07-13,Central,Madhya Pradesh,Bhopal,E-commerce,Beverages,FizzUp,Cola 250ml,11.0,115.26,11.7,101.77,1119.47,Dist_05,Rep_019
ORD106198,2024-07-01,North,UP,LUCKNOW,Modern Trade,Personal Care,PureLather,Shampoo 200ml,10.0,63.31,5.9,59.57,595.7,Dist_08,Rep_031
ORD100232,2024-06-14,North,UP,Kanpur,E-commerce,Beverages,FizzUp,Juice 1L,18.0,57.47,10.8,51.26,922.68,Dist_12,Rep_031
ORD106730,2024-08-07,East,Odisha,Bhubaneswar,E-commerce,Beverages,FizzUp,Energy Drink 300ml,15.0,130.89,4.2,125.39,1880.85,Dist_12,Rep_032
ORD102129,2025-06-22,Central,Chhattisgarh,Raipur,General Trade,Personal Care,FreshDay,Face Wash 100ml,14.0,105.89,11.1,94.14,1317.96,Dist_02,Rep_019
ORD106950,2025-05-25,West,Maharashtra,pune,E-commerce,Beverages,FizzUp,Energy Drink 300ml,22.0,94.61,1.6,93.1,2048.2,Dist_05,Rep_029
ORD101748,2024-04-02,North,UP,Lucknow,E-commerce,Snacks,CrunchTime,Namkeen 200g,7.0,102.45,4.2,98.15,687.05,Dist_08,Rep_008
ORD106840,2024-03-19,South,Karnataka,MYSURU,E-commerce,Beverages,ChillJuice,Juice 1L,10.0,89.02,4.0,85.46,854.6,Dist_04,Rep_036
ORD101886,2024-04-18,West,Maharashtra,Nagpur,E-commerce,Dairy,DairyFresh,Ice Cream 1L,25.0,59.43,22.1,46.3,1157.5,Dist_09,Rep_003
ORD102531,2024-05-24,West,Gujarat,Ahmedabad,E-commerce,Personal Care,PureLather,Toothpaste 150g,11.0,276.51,8.4,253.28,2786.08,Dist_07,Rep_019
ORD102678,2024-09-19,South,Tamil Nadu,Chennai,General Trade,Dairy,DairyFresh,Milk 500ml,9.0,61.98,16.1,52.0,468.0,Dist_14,Rep_005
ORD100086,2024-07-24,East,Odisha,Bhubaneswar,HoReCa,Snacks,CrunchTime,Cookies 100g,8.0,104.1,8.1,95.67,765.36,Dist_09,Rep_025
ORD106650,2024-07-11,West,Maharashtra,MUMBAI,Modern Trade,Beverages,FizzUp,Cola 250ml,15.0,114.41,14.2,98.16,1472.4,Dist_01,Rep_029
ORD103948,2024-05-15,West,Maharashtra,Pune,General Trade,Snacks,MunchWell,Namkeen 200g,15.0,54.65,7.7,50.44,756.6,Dist_05,Rep_007
ORD103827,2024-03-08,North,Punjab,Ludhiana,Modern Trade,Dairy,PureCow,Curd 400g,9.0,59.88,8.3,54.91,494.19,Dist_10,Rep_015
ORD108286,2025-08-09,South,Karnataka,Bengaluru,General Trade,Personal Care,GlowSkin,Soap 100g,14.0,260.37,4.6,248.39,3477.46,Dist_07,Rep_014
ORD106215,2025-12-12,West,Maharashtra,Nagpur,General Trade,Dairy,DairyFresh,Ice Cream 1L,12.0,299.06,5.6,282.31,3387.72,Dist_08,Rep_020
ORD104031,2024-07-19,North,Punjab,Amritsar,General Trade,Beverages,MorningBrew,Iced Tea 500ml,14.0,46.51,18.2,38.05,532.7,Dist_14,Rep_007
ORD103655,2024-05-24,North,Punjab,Amritsar,General Trade,Personal Care,GlowSkin,Soap 100g,11.0,202.42,2.6,197.16,2168.76,Dist_04,Rep_016
ORD106970,2024-05-31,South,Tamil Nadu,Coimbatore,E-commerce,Snacks,GoldenBite,Biscuits 150g,14.0,42.12,2.6,41.02,574.28,Dist_10,Rep_037
ORD107593,2024-03-20,North,UP,LUCKNOW,E-commerce,Beverages,MorningBrew,Cola 250ml,11.0,141.79,4.1,135.98,1495.78,Dist_03,Rep_009
ORD108777,2024-06-11,West,Maharashtra,Nagpur,General Trade,Dairy,DairyFresh,Paneer 200g,10.0,255.57,9.0,232.57,2325.7,Dist_13,Rep_036
ORD108122,2025-09-28,West,Maharashtra,Nagpur,General Trade,Dairy,PureCow,Butter 100g,17.0,41.46,16.8,34.49,586.33,Dist_02,Rep_022
ORD103331,2024-08-19,West,Gujarat,Surat,E-commerce,Beverages,ChillJuice,Energy Drink 300ml,15.0,146.91,5.5,138.83,2082.45,Dist_12,Rep_032
ORD100825,2024-06-17,South,Tamil Nadu,Coimbatore,General Trade,Personal Care,PureLather,Soap 100g,11.0,57.73,15.7,48.67,535.37,Dist_01,Rep_028
ORD102314,2025-05-17,West,Maharashtra,Pune,General Trade,Snacks,CrunchTime,Namkeen 200g,15.0,55.18,6.0,51.87,778.05,Dist_06,Rep_005
ORD107872,2025-05-25,North,UP,Noida,Modern Trade,Dairy,MooGold,Curd 400g,18.0,184.47,12.3,161.78,2912.04,Dist_05,Rep_032
ORD100592,2024-08-04,East,Odisha,bhubaneswar,General Trade,Snacks,GoldenBite,Namkeen 200g,13.0,58.72,8.8,53.55,696.15,Dist_06,Rep_038
ORD106789,2024-02-19,North,Delhi, New Delhi ,Modern Trade,Dairy,PureCow,Paneer 200g,11.0,32.03,9.8,28.89,317.79,Dist_14,Rep_007
ORD104693,2025-12-26,West,Maharashtra,Pune,E-commerce,Beverages,MorningBrew,Juice 1L,13.0,81.89,4.1,78.53,1020.89,Dist_03,Rep_032
ORD108840,2024-06-12,East,West Bengal,Kolkata,General Trade,Home Care,SparkleHome,Detergent 1kg,10.0,47.66,5.5,45.04,450.4,Dist_13,Rep_008
ORD100795,2025-02-03,South,Telangana,Hyderabad,General Trade,Snacks,MunchWell,Namkeen 200g,5.0,79.18,1.7,77.83,389.15,Dist_13,Rep_011
ORD106277,2025-10-23,North,UP,Noida,General Trade,Home Care,SparkleHome,Floor Cleaner 1L,10.0,121.64,18.1,99.62,996.2,Dist_04,Rep_034
ORD107794,2024-02-26,North,Punjab,Amritsar,General Trade,Dairy,MooGold,Butter 100g,13.0,38.51,3.5,37.16,483.08,Dist_12,Rep_001
ORD102552,2024-03-11,East,Odisha,Bhubaneswar,E-commerce,Beverages,ChillJuice,Cola 250ml,17.0,142.08,9.4,128.72,2188.24,Dist_07,Rep_029
ORD104971,2024-09-10,North,Delhi,New Delhi,General Trade,Dairy,MooGold,Curd 400g,8.0,308.05,5.9,289.88,2319.04,Dist_15,Rep_029
ORD103301,2025-06-18,West,Gujarat,Surat,E-commerce,Home Care,SparkleHome,Floor Cleaner 1L,13.0,107.33,,101.21,1315.73,Dist_12,
ORD103210,2025-03-08,West,Maharashtra,Nagpur,E-commerce,Home Care,SparkleHome,Floor Cleaner 1L,17.0,259.43,8.2,238.16,4048.72,Dist_02,Rep_004
ORD107533,2024-05-27,South,Karnataka,Mysuru,E-commerce,Dairy,DairyFresh,Milk 500ml,12.0,45.5,4.7,43.36,520.32,Dist_14,Rep_002
ORD104900,2025-05-29,Central,Madhya Pradesh,Indore,E-commerce,Dairy,DairyFresh,Butter 100g,18.0,167.29,8.8,152.57,2746.26,Dist_07,Rep_003
ORD106717,2025-12-16,North,UP,Noida,E-commerce,Beverages,ChillJuice,Iced Tea 500ml,5.0,120.03,15.7,101.19,505.95,Dist_12,Rep_020
ORD108492,2024-01-28,South,Tamil Nadu,Chennai,E-commerce,Snacks,GoldenBite,Cookies 100g,9.0,11.84,9.8,10.68,96.12,Dist_03,Rep_006
ORD100623,2024-05-24,North,UP,Kanpur,General Trade,Home Care,CleanEdge,Floor Cleaner 1L,7.0,207.95,4.6,198.38,1388.66,Dist_14,Rep_027
ORD106712,2025-06-11,West,Gujarat,Surat,General Trade,Dairy,MooGold,Milk 500ml,12.0,116.07,0.0,116.07,1392.84,Dist_08,Rep_010
ORD105214,2024-06-28,South,Karnataka,Mysuru,General Trade,Dairy,MooGold,Paneer 200g,12.0,288.37,13.4,249.73,2996.76,Dist_03,Rep_016
ORD105213,2024-10-05,Central,Chhattisgarh,RAIPUR,E-commerce,Dairy,DairyFresh,Milk 500ml,5.0,97.95,11.9,86.29,431.45,Dist_01,Rep_021
ORD103131,2024-06-25,West,Gujarat,Ahmedabad,Modern Trade,Home Care,CleanEdge,Floor Cleaner 1L,6.0,76.3,8.7,69.66,417.96,Dist_07,Rep_030
ORD105185,2025-04-16,North,UP,Kanpur,Modern Trade,Personal Care,GlowSkin,Soap 100g,10.0,122.92,4.5,117.39,1173.9,Dist_12,Rep_016
ORD106461,2025-10-19,West,Maharashtra,Nagpur,E-commerce,Snacks,MunchWell,Biscuits 150g,21.0,68.93,2.8,67.0,1407.0,Dist_09,Rep_029
ORD108806,2024-07-24,North,Punjab,Ludhiana,General Trade,Dairy,DairyFresh,Butter 100g,19.0,101.67,1.8,99.84,1896.96,Dist_07,Rep_011
ORD108582,2025-04-11,West,Maharashtra,Nagpur,General Trade,Personal Care,FreshDay,Soap 100g,12.0,124.37,7.6,114.92,1379.04,Dist_05,Rep_015
ORD107677,2025-06-27,Central,Madhya Pradesh,Bhopal,General Trade,Dairy,MooGold,Ice Cream 1L,24.0,128.71,4.2,123.3,2959.2,Dist_12,Rep_030
ORD107521,2024-09-26,West,Maharashtra,Pune,E-commerce,Snacks,GoldenBite,Cookies 100g,8.0,107.81,6.0,101.34,810.72,Dist_07,Rep_002
ORD100531,2025-03-12,West,Maharashtra,Pune,General Trade,Beverages,ChillJuice,Cola 250ml,7.0,68.17,0.0,68.17,477.19,Dist_07,Rep_019
ORD102852,2024-11-03,North,UP,Kanpur,General Trade,Dairy,MooGold,Ice Cream 1L,11.0,307.1,7.0,285.6,3141.6,Dist_09,Rep_029
ORD101949,2024-05-01,East,Odisha,Bhubaneswar,General Trade,Beverages,MorningBrew,Iced Tea 500ml,21.0,69.36,16.4,57.98,1217.58,Dist_15,Rep_019
ORD100865,2025-11-24,West,Gujarat,Ahmedabad,General Trade,Dairy,DairyFresh,Curd 400g,10.0,42.64,13.7,36.8,368.0,Dist_04,Rep_015
ORD106908,2025-03-23,North,UP,KANPUR,E-commerce,Personal Care,FreshDay,Soap 100g,9.0,82.93,6.4,77.62,698.58,Dist_13,Rep_018
ORD108911,2025-08-12,North,Delhi,New Delhi,E-commerce,Dairy,DairyFresh,Milk 500ml,14.0,122.94,0.5,122.33,1712.62,Dist_12,Rep_011
ORD102720,2025-05-28,West,Gujarat,Surat,General Trade,Home Care,CleanEdge,Floor Cleaner 1L,9.0,201.13,0.0,201.13,1810.17,Dist_09,Rep_002
ORD106406,2024-02-26,West,Maharashtra,Pune,E-commerce,Beverages,ChillJuice,Juice 1L,9.0,147.76,14.7,126.04,1134.36,Dist_09,Rep_006
ORD106672,2024-09-11,North,UP,Noida,E-commerce,Personal Care,PureLather,Toothpaste 150g,14.0,261.15,14.5,223.28,3125.92,Dist_04,Rep_001
ORD107403,2025-11-01,North,UP,Kanpur,General Trade,Snacks,CrunchTime,Biscuits 150g,25.0,26.01,4.2,24.92,623.0,Dist_08,Rep_019
ORD102195,2025-07-22,West,Gujarat,Ahmedabad,General Trade,Snacks,MunchWell,Namkeen 200g,11.0,15.61,3.7,15.03,165.33,Dist_13,Rep_023
ORD108747,2024-03-30,East,West Bengal,Kolkata,HoReCa,Dairy,DairyFresh,Paneer 200g,7.0,181.85,0.0,181.85,1272.95,Dist_14,Rep_034
ORD108745,2025-11-27,South,Karnataka,Mysuru,General Trade,Personal Care,PureLather,Face Wash 100ml,8.0,153.18,7.3,142.0,1136.0,Dist_04,Rep_039
ORD101365,2024-06-21,Central,Madhya Pradesh,Bhopal,HoReCa,Snacks,GoldenBite,Biscuits 150g,11.0,103.84,12.6,90.76,998.36,Dist_11,Rep_039
ORD104917,2025-12-08,North,UP, Noida ,HoReCa,Personal Care,PureLather,Shampoo 200ml,15.0,135.69,8.5,124.16,1862.4,Dist_02,Rep_008
ORD106051,2025-04-30,West,Gujarat,surat,General Trade,Personal Care,PureLather,Soap 100g,18.0,73.1,0.0,73.1,1315.8,Dist_06,Rep_037
ORD106008,2025-12-08,Central,Madhya Pradesh,Indore,Modern Trade,Dairy,MooGold,Ice Cream 1L,11.0,165.27,0.0,165.27,1817.97,Dist_01,Rep_015
ORD102508,2024-02-11,North,Delhi,New Delhi,E-commerce,Beverages,ChillJuice,Iced Tea 500ml,14.0,105.89,12.1,93.08,1303.12,Dist_15,Rep_022
ORD108081,2024-05-01,West,Maharashtra,Nagpur,General Trade,Snacks,CrunchTime,Namkeen 200g,9.0,105.94,8.0,97.46,877.14,Dist_06,Rep_006
ORD102345,2025-03-29,South,Tamil Nadu,Chennai,General Trade,Dairy,DairyFresh,Curd 400g,17.0,58.43,1.6,57.5,977.5,Dist_13,Rep_036
ORD104929,2024-12-30,Central,Madhya Pradesh,Bhopal,Modern Trade,Snacks,MunchWell,Cookies 100g,10.0,66.1,5.3,62.6,626.0,Dist_08,Rep_004
ORD105531,2024-12-13,South,Tamil Nadu,Coimbatore,General Trade,Dairy,DairyFresh,Butter 100g,13.0,38.98,9.6,35.24,458.12,Dist_03,Rep_037
ORD104191,2025-04-23,North,UP,Noida,General Trade,Beverages,ChillJuice,Juice 1L,18.0,139.06,5.4,131.55,2367.9,Dist_11,Rep_009
ORD100917,2024-03-25,North,Delhi,New Delhi,General Trade,Dairy,MooGold,Butter 100g,12.0,188.33,21.1,148.59,1783.08,Dist_12,Rep_013
ORD102046,2024-03-27,West,Maharashtra,MUMBAI,E-commerce,Beverages,MorningBrew,Energy Drink 300ml,9.0,123.69,0.2,123.44,1110.96,Dist_01,Rep_018
ORD106193,2025-11-25,South,Tamil Nadu,coimbatore,General Trade,Snacks,CrunchTime,Chips 52g,20.0,91.17,1.1,90.17,1803.4,Dist_11,Rep_005
ORD108046,2025-12-12,West,Gujarat,Surat,General Trade,Home Care,CleanEdge,Detergent 1kg,17.0,209.9,8.8,191.43,3254.31,Dist_13,Rep_024
ORD100395,2025-03-30,South,Telangana,Hyderabad,Modern Trade,Beverages,MorningBrew,Iced Tea 500ml,16.0,90.69,7.1,84.25,1348.0,Dist_10,Rep_037
ORD103106,2024-01-22,Central,Chhattisgarh,Raipur,Modern Trade,Snacks,GoldenBite,Cookies 100g,12.0,103.87,5.7,97.95,1175.4,Dist_03,Rep_002
ORD100325,2024-07-26,Central,Chhattisgarh,Raipur,Modern Trade,Dairy,PureCow,Milk 500ml,12.0,62.81,14.9,53.45,641.4,Dist_13,Rep_017
ORD107424,2024-04-05,West,Gujarat,Surat,General Trade,Snacks,GoldenBite,Cookies 100g,7.0,32.83,13.4,28.43,199.01,Dist_07,Rep_006
ORD108401,2024-08-18,West,Maharashtra,Mumbai,General Trade,Home Care,CleanEdge,Dishwash 500ml,9.0,92.75,7.4,85.89,773.01,Dist_03,Rep_018
ORD104866,2024-12-06,North,Delhi,New Delhi,Modern Trade,Beverages,MorningBrew,Juice 1L,9.0,61.34,14.4,52.51,472.59,Dist_15,Rep_027
ORD103703,2024-05-13,North,Delhi,New Delhi,HoReCa,Personal Care,FreshDay,Shampoo 200ml,17.0,156.36,13.8,134.78,2291.26,Dist_02,Rep_017
ORD103797,2025-10-19,Central,Madhya Pradesh,Bhopal,General Trade,Beverages,FizzUp,Iced Tea 500ml,4.0,122.79,7.5,113.58,454.32,Dist_04,Rep_033
ORD105860,2025-11-13,North,UP,Kanpur,Modern Trade,Home Care,SparkleHome,Dishwash 500ml,15.0,221.94,8.7,202.63,3039.45,Dist_01,Rep_031
ORD106608,2024-02-09,East,West Bengal,Kolkata,E-commerce,Dairy,MooGold,Milk 500ml,12.0,154.73,7.6,142.97,1715.64,Dist_02,Rep_026
ORD108547,2025-12-21,South,Tamil Nadu,coimbatore,Modern Trade,Beverages,FizzUp,Iced Tea 500ml,10.0,23.06,12.8,20.11,201.1,Dist_03,Rep_024
ORD100575,2025-06-18,West,Maharashtra,Mumbai,General Trade,Beverages,FizzUp,Iced Tea 500ml,14.0,120.97,2.6,117.82,1649.48,Dist_10,Rep_021
ORD106034,2024-02-10,West,Gujarat,Surat,Modern Trade,Beverages,MorningBrew,Juice 1L,15.0,56.41,5.7,53.19,797.85,Dist_09,Rep_023
